,buggy,fixed,buggy-org,fixed-org,buggy_source_code,fixed_source_code,operations,signature,is_filtered,check1,check2
25088,"public void METHOD_1 ( ) { TYPE_1 . i ( null , STRING_1 ) ; super . METHOD_1 ( ) ; TYPE_2 . METHOD_2 ( this ) ; } 
","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_2 . METHOD_2 ( this ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . i ( null , STRING_1 ) ; super . METHOD_1 ( ) ; TYPE_2 . METHOD_2 ( this ) ; } 
","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; TYPE_2 . METHOD_2 ( this ) ; } 
","@java.lang.Override
public void onDestroyView() {
    android.util.Log.i(null, ""MainFragment destroyed"");
    super.onDestroyView();
    butterknife.ButterKnife.unbind(this);
}","@java.lang.Override
public void onDestroyView() {
    super.onDestroyView();
    butterknife.ButterKnife.unbind(this);
}","Delete TypeAccess at Invocation
Delete Literal at Invocation
Delete Literal at Invocation
Delete Invocation at Block
","void onDestroyView()
void onDestroyView()",0,2,1
25123,"public void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( ) ; VAR_3 . title = VAR_1 . getString ( VAR_4 ) ; VAR_5 = VAR_1 . getString ( VAR_6 ) ; } 
","private void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( ) ; VAR_3 . title = VAR_1 . getString ( VAR_4 ) ; VAR_5 = VAR_1 . getString ( VAR_6 ) ; } 
","public void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( ) ; VAR_3 . title = VAR_1 . getString ( VAR_4 ) ; VAR_5 = VAR_1 . getString ( VAR_6 ) ; } 
","private void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( ) ; VAR_3 . title = VAR_1 . getString ( VAR_4 ) ; VAR_5 = VAR_1 . getString ( VAR_6 ) ; } 
","public void setNotificationText() {
    com.from20150817.brightnessswitch.Resources res = com.from20150817.brightnessswitch.NotificationControll.ctx.getResources();
    com.from20150817.brightnessswitch.NotificationControll.mNotificationText.title = res.getString(R.string.str6);
    com.from20150817.brightnessswitch.NotificationControll.mNotificationText.description = res.getString(R.string.str7);
}","private void setNotificationText() {
    com.from20150817.brightnessswitch.Resources res = com.from20150817.brightnessswitch.NotificationControll.ctx.getResources();
    com.from20150817.brightnessswitch.NotificationControll.mNotificationText.title = res.getString(R.string.str6);
    com.from20150817.brightnessswitch.NotificationControll.mNotificationText.description = res.getString(R.string.str7);
}","Update Method at Class
","void setNotificationText()
void setNotificationText()",0,2,1
25270,"private int METHOD_1 ( ) { int VAR_1 = 0 ; do { VAR_1 = ( TYPE_1 . METHOD_2 ( 1 , INT_1 ) ) + 1 ; } while ( ( VAR_1 % INT_2 ) == 0 ) ; return VAR_1 ; } 
","private int METHOD_1 ( ) { int VAR_1 = 0 ; do { VAR_1 = TYPE_1 . METHOD_2 ( 1 , INT_1 ) ; } while ( ( VAR_1 % INT_2 ) == 0 ) ; return VAR_1 ; } 
","private int METHOD_1 ( ) { int VAR_1 = 0 ; do { VAR_1 = ( TYPE_1 . METHOD_2 ( 1 , INT_1 ) ) + 1 ; } while ( ( VAR_1 % INT_2 ) == 0 ) ; return VAR_1 ; } 
","private int METHOD_1 ( ) { int VAR_1 = 0 ; do { VAR_1 = TYPE_1 . METHOD_2 ( 1 , INT_1 ) ; } while ( ( VAR_1 % INT_2 ) == 0 ) ; return VAR_1 ; } 
","private int getRandomShuffleCountThatDoesntResetDeck() {
    int numberOfShuffles = 0;
    do {
        numberOfShuffles = (org.apache.commons.lang3.RandomUtils.nextInt(1, 100)) + 1;
    } while ((numberOfShuffles % 8) == 0 );
    return numberOfShuffles;
}","private int getRandomShuffleCountThatDoesntResetDeck() {
    int numberOfShuffles = 0;
    do {
        numberOfShuffles = org.apache.commons.lang3.RandomUtils.nextInt(1, 100);
    } while ((numberOfShuffles % 8) == 0 );
    return numberOfShuffles;
}","Move Invocation from BinaryOperator to CtInvocationImpl
Delete Literal at BinaryOperator
Delete BinaryOperator at Assignment
","int getRandomShuffleCountThatDoesntResetDeck()
int getRandomShuffleCountThatDoesntResetDeck()",0,1,1
25383,"public void METHOD_1 ( java.util.ArrayList < TYPE_1 > VAR_1 ) { this . VAR_1 = VAR_1 ; METHOD_2 ( ) ; } 
","public void METHOD_1 ( java.util.ArrayList < TYPE_1 > VAR_1 ) { this . VAR_1 = null ; this . VAR_1 = VAR_1 ; METHOD_2 ( ) ; } 
","public void METHOD_1 ( java.util.ArrayList < TYPE_1 > VAR_1 ) { this . VAR_1 = VAR_1 ; METHOD_2 ( ) ; } 
","public void METHOD_1 ( java.util.ArrayList < TYPE_1 > VAR_1 ) { this . VAR_1 = null ; this . VAR_1 = VAR_1 ; METHOD_2 ( ) ; } 
","public void setTags(java.util.ArrayList<com.CMPUT301W15T02.teamtoapp.Model.Tag> tags) {
    this.tags = tags;
    notifyListeners();
}","public void setTags(java.util.ArrayList<com.CMPUT301W15T02.teamtoapp.Model.Tag> tags) {
    this.tags = null;
    this.tags = tags;
    notifyListeners();
}","Insert Assignment at Block
Insert FieldWrite at Assignment
Insert Literal at Assignment
Insert ThisAccess at FieldWrite
Insert TypeAccess at ThisAccess
","void setTags(java.util.ArrayList)
void setTags(java.util.ArrayList)",0,1,1
25500,"public void METHOD_1 ( ) { METHOD_2 ( new TYPE_1 < > ( new TYPE_2 < TYPE_3 > ( ) { public void METHOD_3 ( TYPE_3 VAR_1 ) { VAR_1 . METHOD_1 ( ) ; } } ) . build ( ) ) ; } 
","public void METHOD_1 ( ) { METHOD_2 ( new TYPE_1 < > ( new TYPE_2 < TYPE_3 > ( ) { public void METHOD_3 ( TYPE_3 VAR_1 ) { VAR_1 . METHOD_1 ( ) ; } } ) . add ( VAR_1 ) . METHOD_2 ( ) ) ; } 
","public void METHOD_1 ( ) { METHOD_2 ( new TYPE_1 < > ( new TYPE_2 < TYPE_3 > ( ) { public void METHOD_3 ( TYPE_3 VAR_1 ) { VAR_1 . METHOD_1 ( ) ; } } ) . build ( ) ) ; } 
","public void METHOD_1 ( ) { METHOD_2 ( new TYPE_1 < > ( new TYPE_2 < TYPE_3 > ( ) { public void METHOD_3 ( TYPE_3 VAR_1 ) { VAR_1 . METHOD_1 ( ) ; } } ) . add ( VAR_1 ) . build ( ) ) ; } 
","@java.lang.Override
public void save() {
    executeTransaction(new com.raizlabs.android.dbflow.structure.database.transaction.ProcessModelTransaction.Builder<>(new com.raizlabs.android.dbflow.structure.database.transaction.ProcessModelTransaction.ProcessModel<com.raizlabs.android.dbflow.structure.TModel>() {
        @java.lang.Override
        public void processModel(com.raizlabs.android.dbflow.structure.TModel model) {
            model.save();
        }
    }).build());
}","@java.lang.Override
public void save() {
    executeTransaction(new com.raizlabs.android.dbflow.structure.database.transaction.ProcessModelTransaction.Builder<>(new com.raizlabs.android.dbflow.structure.database.transaction.ProcessModelTransaction.ProcessModel<com.raizlabs.android.dbflow.structure.TModel>() {
        @java.lang.Override
        public void processModel(com.raizlabs.android.dbflow.structure.TModel model) {
            model.save();
        }
    }).add(model).build());
}","Insert Invocation at Invocation
Update Invocation at Invocation
Move Invocation from Invocation to CtInvocationImpl
Insert FieldRead at Invocation
Insert ThisAccess at FieldRead
Insert TypeAccess at ThisAccess
","void save()
void save()",1,-2,-2
25752,"public java.util.Set < TYPE_1 < TYPE_2 > > METHOD_1 ( ) { return TYPE_3 . METHOD_2 ( data . values ( ) ) ; } 
","public TYPE_3 < TYPE_1 < TYPE_2 > > METHOD_1 ( ) { return TYPE_3 . METHOD_2 ( data . values ( ) ) ; } 
","public java.util.Set < TYPE_1 < TYPE_2 > > METHOD_1 ( ) { return TYPE_3 . METHOD_2 ( data . values ( ) ) ; } 
","public TYPE_3 < TYPE_1 < TYPE_2 > > METHOD_1 ( ) { return TYPE_3 . METHOD_2 ( data . values ( ) ) ; } 
","@java.lang.Override
public java.util.Set<com.github.rinde.rinsim.geom.Connection<E>> getConnections() {
    return com.google.common.collect.ImmutableSet.copyOf(data.values());
}","@java.lang.Override
public com.google.common.collect.ImmutableSet<com.github.rinde.rinsim.geom.Connection<E>> getConnections() {
    return com.google.common.collect.ImmutableSet.copyOf(data.values());
}","Update Invocation at Invocation
","java.util.Set getConnections()
com.google.common.collect.ImmutableSet getConnections()",0,2,2
25840,"public void METHOD_1 ( java.lang.String VAR_1 ) { VAR_2 . remove ( VAR_1 ) ; VAR_3 . remove ( VAR_1 ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { VAR_2 . remove ( VAR_1 . toUpperCase ( ) ) ; VAR_3 . remove ( VAR_1 . toLowerCase ( ) ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { VAR_2 . remove ( VAR_1 ) ; VAR_3 . remove ( VAR_1 ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { VAR_2 . remove ( VAR_1 . toUpperCase ( ) ) ; VAR_3 . remove ( VAR_1 . toLowerCase ( ) ) ; } 
","public void removeFile(java.lang.String fullyQualifiedName) {
    files.remove(fullyQualifiedName);
    superfiles.remove(fullyQualifiedName);
}","public void removeFile(java.lang.String fullyQualifiedName) {
    files.remove(fullyQualifiedName.toUpperCase());
    superfiles.remove(fullyQualifiedName.toLowerCase());
}","Insert Invocation at Invocation
Insert Invocation at Invocation
Move VariableRead from Invocation to CtVariableReadImpl
Move VariableRead from Invocation to CtVariableReadImpl
","void removeFile(java.lang.String)
void removeFile(java.lang.String)",0,2,2
25856,"public void METHOD_1 ( java.lang.String VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; TYPE_1 . METHOD_3 ( METHOD_4 ( VAR_3 . content ) , ( STRING_1 + VAR_1 ) , VAR_4 ) . show ( ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; TYPE_1 . METHOD_3 ( METHOD_4 ( VAR_3 . content ) , ( STRING_1 + VAR_1 ) , VAR_4 ) . show ( ) ; } 
","public void METHOD_1 ( java.lang.String VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; } 
","@java.lang.Override
public void onLocationAvailable(java.lang.String postalCode) {
    mSearchFilter.setPostalCode(postalCode);
    android.support.design.widget.Snackbar.make(findViewById(android.R.id.content), (""Location found: "" + postalCode), Snackbar.LENGTH_LONG).show();
}","@java.lang.Override
public void onLocationAvailable(java.lang.String postalCode) {
    mSearchFilter.setPostalCode(postalCode);
}","Delete TypeAccess at Invocation
Delete TypeAccess at ThisAccess
Delete ThisAccess at Invocation
Delete TypeAccess at Invocation
Delete Invocation at Invocation
Delete Literal at BinaryOperator
Delete VariableRead at BinaryOperator
Delete BinaryOperator at Invocation
Delete TypeAccess at Invocation
Delete Invocation at Invocation
Delete Invocation at Block
","void onLocationAvailable(java.lang.String)
void onLocationAvailable(java.lang.String)",0,1,1
25970,"private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 . METHOD_3 ( ) ) ; VAR_1 . METHOD_4 ( ) ; } 
","private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 . METHOD_3 ( ) ) ; } 
","private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 . METHOD_3 ( ) ) ; VAR_1 . METHOD_4 ( ) ; } 
","private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 . METHOD_3 ( ) ) ; } 
","private void deleteCurrentImage() {
    mAdapter.removeImage(mImagePager.getCurrentImagePosition());
    mAdapter.notifyDataSetChanged();
}","private void deleteCurrentImage() {
    mAdapter.removeImage(mImagePager.getCurrentImagePosition());
}","Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at Invocation
Delete Invocation at Block
","void deleteCurrentImage()
void deleteCurrentImage()",0,2,2
25990,"public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( this , STRING_1 , VAR_1 ) . show ( ) ; super . METHOD_1 ( ) ; } 
","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; } 
","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( this , STRING_1 , VAR_1 ) . show ( ) ; super . METHOD_1 ( ) ; } 
","public void METHOD_1 ( ) { super . METHOD_1 ( ) ; } 
","public void onDestroy() {
    android.widget.Toast.makeText(this, ""Service Destroyed"", Toast.LENGTH_LONG).show();
    super.onDestroy();
}","public void onDestroy() {
    super.onDestroy();
}","Delete TypeAccess at Invocation
Delete TypeAccess at ThisAccess
Delete ThisAccess at Invocation
Delete Literal at Invocation
Delete TypeAccess at Invocation
Delete Invocation at Invocation
Delete Invocation at Block
","void onDestroy()
void onDestroy()",0,2,2
26077,"public void METHOD_1 ( ) { VAR_1 = TYPE_1 . METHOD_2 ( VAR_2 class ) ; } 
","public void METHOD_1 ( ) { VAR_1 = METHOD_2 ( VAR_2 class ) ; } 
","public void METHOD_1 ( ) { VAR_1 = TYPE_1 . METHOD_2 ( VAR_2 class ) ; } 
","public void METHOD_1 ( ) { VAR_1 = METHOD_2 ( VAR_2 class ) ; } 
","@org.junit.Before
public void setUp() {
    properties = org.mockito.Mockito.mock(java.util.Properties.class);
}","@org.junit.Before
public void setUp() {
    properties = mock(java.util.Properties.class);
}","Update Invocation at Assignment
Insert ThisAccess at Invocation
Insert TypeAccess at ThisAccess
Delete TypeAccess at Invocation
","void setUp()
void setUp()",0,2,2
26112,"private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( new TYPE_1 ( ) ) ; VAR_2 = VAR_1 ; } 
","private void METHOD_1 ( ) { VAR_1 = new java.util.ArrayList ( VAR_1 ) ; VAR_1 . METHOD_2 ( new TYPE_1 ( ) ) ; VAR_2 = VAR_1 ; } 
","private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( new TYPE_1 ( ) ) ; VAR_2 = VAR_1 ; } 
","private void METHOD_1 ( ) { VAR_1 = new java.util.ArrayList ( VAR_1 ) ; VAR_1 . METHOD_2 ( new TYPE_1 ( ) ) ; VAR_2 = VAR_1 ; } 
","private void findBestFitness() {
    chromosomes.sort(new evolver.Population.ChromosomeFitnessComparator());
    bestIndividuals = chromosomes;
}","private void findBestFitness() {
    chromosomes = new java.util.ArrayList(chromosomes);
    chromosomes.sort(new evolver.Population.ChromosomeFitnessComparator());
    bestIndividuals = chromosomes;
}","Insert Assignment at Block
Insert FieldWrite at Assignment
Insert ConstructorCall at Assignment
Insert ThisAccess at FieldWrite
Insert FieldRead at ConstructorCall
Insert TypeAccess at ThisAccess
Insert ThisAccess at FieldRead
Insert TypeAccess at ThisAccess
","void findBestFitness()
void findBestFitness()",0,2,2
26434,"public void METHOD_1 ( android.view.View view , TYPE_1 VAR_1 ) { super . METHOD_1 ( view , VAR_1 ) ; VAR_2 . METHOD_2 ( TYPE_2 . METHOD_3 ( getContext ( ) , 0 ) ) ; VAR_3 . METHOD_4 ( VAR_4 . METHOD_5 ( ) ) ; } 
","public void METHOD_1 ( android.view.View view , TYPE_1 VAR_1 ) { super . METHOD_1 ( view , VAR_1 ) ; VAR_3 . METHOD_4 ( VAR_4 . METHOD_5 ( ) ) ; } 
","public void METHOD_1 ( android.view.View view , TYPE_1 VAR_1 ) { super . METHOD_1 ( view , VAR_1 ) ; VAR_2 . METHOD_2 ( TYPE_2 . METHOD_3 ( getContext ( ) , 0 ) ) ; VAR_3 . METHOD_4 ( VAR_4 . METHOD_5 ( ) ) ; } 
","public void METHOD_1 ( android.view.View view , TYPE_1 VAR_1 ) { super . METHOD_1 ( view , VAR_1 ) ; VAR_3 . METHOD_4 ( VAR_4 . METHOD_5 ( ) ) ; } 
","@java.lang.Override
public void onViewCreated(android.view.View view, android.os.Bundle savedInstanceState) {
    super.onViewCreated(view, savedInstanceState);
    audioVisualization.linkTo(DbmHandler.Factory.newVisualizerHandler(getContext(), 0));
    viewPager.setCurrentItem(mPreferences.getStartPageIndex());
}","@java.lang.Override
public void onViewCreated(android.view.View view, android.os.Bundle savedInstanceState) {
    super.onViewCreated(view, savedInstanceState);
    viewPager.setCurrentItem(mPreferences.getStartPageIndex());
}","Delete TypeAccess at ThisAccess
Delete ThisAccess at FieldRead
Delete FieldRead at Invocation
Delete TypeAccess at Invocation
Delete TypeAccess at ThisAccess
Delete ThisAccess at Invocation
Delete Invocation at Invocation
Delete Literal at Invocation
Delete Invocation at Invocation
Delete Invocation at Block
","void onViewCreated(android.view.View,android.os.Bundle)
void onViewCreated(android.view.View,android.os.Bundle)",0,2,2
26457,"public TYPE_1 METHOD_1 ( java.lang.Long VAR_1 , TYPE_2 VAR_2 ) { return METHOD_2 ( VAR_1 , VAR_2 ) ; } 
","public void METHOD_1 ( java.lang.Long VAR_1 , TYPE_2 VAR_2 ) { METHOD_2 ( VAR_1 , VAR_2 ) ; } 
","public TYPE_1 METHOD_1 ( java.lang.Long VAR_1 , TYPE_2 VAR_2 ) { return METHOD_2 ( VAR_1 , VAR_2 ) ; } 
","public void METHOD_1 ( java.lang.Long VAR_1 , TYPE_2 VAR_2 ) { METHOD_2 ( VAR_1 , VAR_2 ) ; } 
","@org.springframework.web.bind.annotation.RequestMapping(value = ""/chat.go.to.dialog/{roomId}"", method = org.springframework.web.bind.annotation.RequestMethod.POST)
@org.springframework.web.bind.annotation.ResponseBody
public com.intita.wschat.models.RoomModelSimple userGoToDialogListenerLP(@org.springframework.web.bind.annotation.PathVariable(value = ""roomId"")
java.lang.Long roomid, java.security.Principal principal) {
    return userGoToDialogListener(roomid, principal);
}","@org.springframework.web.bind.annotation.RequestMapping(value = ""/chat.go.to.dialog/{roomId}"", method = org.springframework.web.bind.annotation.RequestMethod.POST)
@org.springframework.web.bind.annotation.ResponseBody
public void userGoToDialogListenerLP(@org.springframework.web.bind.annotation.PathVariable(value = ""roomId"")
java.lang.Long roomid, java.security.Principal principal) {
    userGoToDialogListener(roomid, principal);
}","Move Invocation from Return to CtInvocationImpl
Delete Return at Block
","com.intita.wschat.models.RoomModelSimple userGoToDialogListenerLP(java.lang.Long,java.security.Principal)
void userGoToDialogListenerLP(java.lang.Long,java.security.Principal)",0,2,2
26506,"public void METHOD_1 ( float VAR_1 ) { this . VAR_2 = VAR_1 ; } 
","public void METHOD_1 ( float VAR_1 ) { this . VAR_1 = VAR_1 ; } 
","public void METHOD_1 ( float VAR_1 ) { this . VAR_2 = VAR_1 ; } 
","public void METHOD_1 ( float VAR_1 ) { this . VAR_1 = VAR_1 ; } 
","public void setAmountCount(float amountCount) {
    this.amount_count = amountCount;
}","public void setAmountCount(float amountCount) {
    this.amountCount = amountCount;
}","Update FieldWrite at Assignment
","void setAmountCount(float)
void setAmountCount(float)",0,1,1
26549,"public void METHOD_1 ( TYPE_1 event ) { if ( ( TYPE_2 . equals ( VAR_1 ) ) && ( ! ( VAR_2 ) ) ) { TYPE_3 . METHOD_2 ( ) ; } } 
","public void METHOD_1 ( TYPE_1 event ) { if ( ( VAR_1 . equals ( TYPE_2 ) ) && ( ! ( VAR_2 ) ) ) { TYPE_3 . METHOD_2 ( ) ; } } 
","public void METHOD_1 ( TYPE_1 event ) { if ( ( TYPE_2 . equals ( VAR_1 ) ) && ( ! ( VAR_2 ) ) ) { TYPE_3 . METHOD_2 ( ) ; } } 
","public void METHOD_1 ( TYPE_1 event ) { if ( ( VAR_1 . equals ( TYPE_2 ) ) && ( ! ( VAR_2 ) ) ) { TYPE_3 . METHOD_2 ( ) ; } } 
","@cpw.mods.fml.common.eventhandler.SubscribeEvent
public void onConfigChanged(cpw.mods.fml.client.event.ConfigChangedEvent.OnConfigChangedEvent event) {
    if ((ModUncrafting.MODID.equals(event.modID)) && (!(event.isWorldRunning))) {
        org.jglrxavpok.mods.decraft.common.config.ModConfiguration.syncFromGUI();
    }
}","@cpw.mods.fml.relauncher.SideOnly(value = cpw.mods.fml.relauncher.Side.CLIENT)
@cpw.mods.fml.common.eventhandler.SubscribeEvent
public void onConfigChanged(cpw.mods.fml.client.event.ConfigChangedEvent.OnConfigChangedEvent event) {
    if ((event.modID.equals(ModUncrafting.MODID)) && (!(event.isWorldRunning))) {
        org.jglrxavpok.mods.decraft.common.config.ModConfiguration.syncFromGUI();
    }
}","Move Parameter from Method to CtParameterImpl
Move Block from If to CtBlockImpl
Move UnaryOperator from BinaryOperator to CtUnaryOperatorImpl
Move FieldRead from Invocation to CtFieldReadImpl
","void onConfigChanged(cpw.mods.fml.client.event.ConfigChangedEvent$OnConfigChangedEvent)
void onConfigChanged(cpw.mods.fml.client.event.ConfigChangedEvent$OnConfigChangedEvent)",1,2,2
